Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000310,50,FALSE,Rx,0,4,0,B0,C4,74,0,0,0,0
1000311,000005C0,FALSE,Rx,0,8,5,0,0,A6,21,0,0,82
1000312,0000056A,FALSE,Rx,0,8,54,3,4,71,10,2,0,30
1000313,440,FALSE,Rx,0,8,30,58,15,FE,7F,0,84,5
1000314,366,FALSE,Rx,0,8,53,3,0,0,0,0,80,D0
1000315,000000AE,FALSE,Rx,0,8,1B,18,0,0,0,0,3,0
1000316,000001A0,FALSE,Rx,0,8,0,40,86,55,FE,FE,0,11
1000317,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,10,74
1000318,320,FALSE,Rx,0,8,20,10,24,87,55,84,55,81
1000319,000004A0,FALSE,Rx,0,8,92,55,7A,55,0E,55,0A,55
1000320,280,FALSE,Rx,0,8,0,5B,50,1E,5B,55,11,5A
1000321,284,FALSE,Rx,0,6,0D,0D,0,0,0,0,0,0
1000322,288,FALSE,Rx,0,8,E8,BF,78,0,0,50,B6,12
1000323,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000324,480,FALSE,Rx,0,8,D0,0,84,90,1D,8,6,D7
1000325,488,FALSE,Rx,0,8,59,5A,5B,7E,A6,FF,FF,80
1000326,0000048A,FALSE,Rx,0,8,AE,7E,2,2,0,0,0,D0
1000327,588,FALSE,Rx,0,8,E9,38,7E,0,31,80,4,98
1000328,390,FALSE,Rx,0,8,3,0,50,0,40,0,0,0
1000329,392,FALSE,Rx,0,8,8,0,7,21,0,0C,38,0
1000330,393,FALSE,Rx,0,8,92,0,0,0,0,0,0,0
1000331,570,FALSE,Rx,0,5,47,20,AD,0,0,0,0,0
1000332,000005D0,FALSE,Rx,0,8,C0,4,61,0F,39,59,C0,0
1000333,540,FALSE,Rx,0,8,0,0,FF,0,FF,0,2,56
1000334,000000C2,FALSE,Rx,0,8,22,80,0,0,80,30,B5,2D
1000335,000000D0,FALSE,Rx,0,6,7F,90,21,38,6,F0,0,0
1000336,000003D4,FALSE,Rx,0,8,1D,88,15,80,8,0,0,0
1000337,368,FALSE,Rx,0,8,5C,17,89,C1,5,1F,19,0
1000338,440,FALSE,Rx,0,8,30,58,15,FE,7F,0,8C,5
1000339,000000AE,FALSE,Rx,0,8,2B,28,0,0,0,0,3,0
1000340,000001A0,FALSE,Rx,0,8,0,40,86,55,FE,FE,0,12
1000341,000002B7,FALSE,Rx,0,8,1A,0A,0,0,0,0,10,0
1000342,000001AC,FALSE,Rx,0,8,91,9,10,0,6D,21,6,C2
1000343,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,20,44
1000344,000003A0,FALSE,Rx,0,8,94,9,54,56,0A,74,E2,3
1000345,000004A0,FALSE,Rx,0,8,8A,55,82,55,18,55,20,55
1000346,000004A8,FALSE,Rx,0,8,30,0,3,80,0,20,90,3
1000347,0000044C,FALSE,Rx,0,8,8F,93,47,94,58,2,5,90
1000348,000005A0,FALSE,Rx,0,8,80,32,3A,90,0,52,1A,AB
1000349,280,FALSE,Rx,0,8,0,5A,50,1E,5B,55,11,5A
1000350,380,FALSE,Rx,0,8,0,73,0,C5,0,0,0,30
1000351,000000D2,FALSE,Rx,0,5,34,30,0,0,4,0,0,0
1000352,488,FALSE,Rx,0,8,49,5A,5B,7E,A6,FF,FF,90
1000353,000005DC,FALSE,Rx,0,8,77,14,72,7F,1D,0,80,4D
1000354,000007D0,FALSE,Rx,0,8,D2,48,E1,2,74,5A,80,0D
